SLC35D1	ABHD16A	ZNF136	FGD3	SEPT11	PCDH10	TNFRSF25
CLIC4	PNCK	CREB3L1	CHRNB4	SGO2	SHTN1	CENPBD1
SNRPB2	FAM227A	CHD4	DISP2	USP28	ATG13	IQCJ-SCHIP1
NCKIPSD	ACTR1B	MGA	NPC2	ABLIM2	RAB8B	LSM2
TWIST1	DGKQ	RECQL	BDH2	ZNF836	SUMO2	ZNRD1
TRIM32	FOXP1	DYNC1LI2	REPS1	ZNF586	VPS37C	RNASE1
CAMK1	RNF214	SLC2A10	PPP1R12C	DCP2	HARS	NOX1
NDUFB7	CMBL	TSPAN3	ZC3HC1	TMTC3	LRRC63	CMTM7
DCPS	TANC1	TRMT10B	EDDM13	SMARCC2	BROX	UBL7
PPP1R14B	NPLOC4	MPLKIP	RIC1	FAT2	SOX15	PRMT6
ZBTB6	SDHC	NAA30	STAT5B	USP19	CACYBP	SNRPC
MAST4	SLC4A9	C9orf40	INF2	ZFP41	PCNP	BAK1
MAVS	CCDC57	KDELR1	C2CD6	MTIF3	ENPP6	DNAJB2
TOR1A	CTSS	L3MBTL3	KBTBD12	CARD8	NOMO2	ECHS1
KCTD15	RUFY1	SFT2D2	RAB2B	TRAPPC6B	SSBP2	CNPY2
C9orf78	PNMA1	PCDH20	SLC2A4RG	TNPO1	RNF149	HAL
ZC3HC1	HEMK1	MROH6	DNAJC28	BGN	HLTF	GJA4
NBAS	MRPL41	RAP1A	VPS8	SMARCA5	PEX5L	SIGLEC1
FAM86B1	DENND1B	UIMC1	TMLHE	SIMC1	RAP2B	ABHD17A
MBTPS1	SNX14	PDZK1	MED15	NEK5	GGNBP2	MRPL47
BLOC1S4	CLOCK	SPTLC2	LRP12	ZNF157	DIDO1	BRMS1
CEP89	LZTS2	RGPD1	AUP1	IL3RA	HAS1	FAM122B
UBOX5	TMEM38A	OBSL1	EIF4EBP2	SESTD1	AP2A2	NOVA2
TPK1	WDFY1	DHX32	TLE4	RAD52	NCBP1	AC187653.1
NUDT17	ATRIP	STRN	CC2D1A	RUNX2	KCNMB2	CD48
KIF13A	MYO18B	LRRC31	FPR1	GPR155	WEE2	MANEAL
KDELR2	CREB3L3	SLC25A34	SMG6	VIM	RSPH1	ARHGAP36
TRIM41	USP4	LSM14A	XRCC4	CERK	ITGAX	UNC13C
ERP44	ZNF493	CSNK1A1	WBP2	TMEM8B	C11orf24	ADGRE5
PCSK7	WNK1	STXBP3	FAM228B	GM2A	YME1L1	TMEM167B
AF241726.2	VSIR	PRDM5	CLDND1	TSEN54	OLFML3	PPP1R13L
AUP1	METTL27	CDKL4	RING1	CLK4	TNK1	HTATSF1
SPATA2	TCEA1	DGKA	AC022384.1	ARL15	ARHGAP17	BAHD1
SLC39A7	PIP4K2A	CRYZ	RANBP3L	TRNAU1AP	AGFG1	DOCK9
VHL	PAPSS1	MYLK4	BBX	RGS9	ZNF22	CEBPG
MNAT1	BCR	SUV39H2	ADAMTS14	MSRA	LIPC	C1orf122
AP3S2	WTAP	ATP23	FEM1C	ZMYND11	DTX1	SHTN1
TGFB1I1	FRMPD3	ODF2L	GVQW3	RBM5	YIPF4	MYRIP
CASP7	NUDT14	PHTF2	ZDHHC3	ZCCHC8	MCM8	HSF5
PYGB	MRPL20	ZDHHC19	CLEC18A	ZDHHC16	CCDC186	DKK2
TMED9	NPAT	ARL4C	PANX1	SYNGR1	PCF11	B4GALNT1
KPNA4	SNAI3	SPIRE2	STARD3	PDP1	NOL9	TSPAN4
STAT6	USP31	SLC39A11	CRYBB2	ZNF684	TSPYL4	ZNF853
LRP1	ATG4D	ZFP28	SRR	PTPN21	CDH8	C12orf29
OCEL1	SPATA4	POLR1E	MPRIP	ZBED5	FXYD5	PPP1R18
MORF4L2	RPN2	B3GALT6	ZNF430	AC138969.1	PFKFB4	CCDC74A
MFSD8	ATP6V1C2	OTUB2	STK33	RBM26	MUM1L1	PALMD
MRPL55	IPO13	USP47	ATP11C	C5orf63	PRPS1	STAB1
TRIM66	COL4A6	TPR	TTC32	DISP1	SMG1	MEI1
ZNF462	KLHDC10	SMAP1	TTC30B	RNFT1	AC235565.2	CHRNE
GPR19	C12orf66	CACNG5	SFR1	SARAF	VPS35	MAST1
TOR3A	OTOP3	CLSTN1	GIN1	SH3BGR	HSPH1	KLHL35
INF2	TAF3	ZNF707	WDR90	GIN1	POLR1E	AXIN2
GORAB	DISP1	AC013271.1	TMEM248	ART5	TUT4	STXBP1
RBSN	IL17D	TMEM63C	SKI	ZNF292	DAPK3	TENM2
AC091167.6	TARS2	HAPLN4	MRPL45	DPP8	LRP12	OMG
HBS1L	EFCAB7	BAX	ULK3	MFSD9	CRCP	PELI3
ZNF83	PNKP	FIBIN	SNX6	UNKL	AL121753.1	MFAP5
RPP14	CCDC160	KIF22	MSX1	FKBP14	HMCES	ZNF281
TMEM123	ZNF703	MSL1	AP1G2	RNF135	CDK4	RGS7BP
NOP53	EWSR1	CFAP43	ATP13A2	CRADD	IL17RE	P4HA2
HDHD5	DNAJC16	CASC4	DGLUCY	ALS2	ATP6V0C	PLP1
FUT7	TYW1B	WRN	ERCC5	HACE1	BAHCC1	ZNF57
MRPS34	COA5	HCLS1	ROCK1	IQUB	CKAP5	CSF1R
ZSCAN16	H2AFY	SLC25A48	C8G	SLC26A9	PASK	FZD1
NGFR	TRDMT1	MAGOHB	ZNF318	GIGYF2	MLLT3	SLC25A31
TTC23	SLC35D1	FAAP20	PKD2L2	RAD1	ARHGAP35	HMCES
DRAM1	C8orf82	BLOC1S5-TXNDC5	SF3B4	METTL6	BRPF3	PPCS
RPS26	AP2B1	MMS19	SLC51A	FAM228B	LNX2	ALKBH4
MICU2	PHYHD1	TFCP2	SLC25A15	TCP10L	CDH24	GTF2H5
UBA6	SLC7A9	NDC1	RBCK1	TUBE1	FPR3	PRKAR1B
SDHA	WDR74	APTX	VPS16	GNPAT	HACD3	CCDC43
DNAJC17	EPHA7	POLR3GL	COQ8B	BBS7	RFC2	MRPS15
PCBP2	BAD	PTGFRN	HSD17B4	MUC13	ETNK2	C1QC
PTPN9	FBXO3	SLC16A3	PTPN13	TTC14	ATXN2L	NCBP2
NUP153	PQLC2	RNF157	GPR37	SMARCAD1	CTTNBP2NL	ZNF414
SDHB	EMD	ANKRD28	PYM1	ZKSCAN3	IMP4	ABHD8
RPL35	TCF12	MTIF2	KATNBL1	GRN	EBNA1BP2	CENPN
FOXJ3	SLC25A53	RERGL	SRPX	KLHL9	ATP6V1A	DDX19B
EXOC6	SUPT5H	WDR60	PRKAG1	RFXAP	DCUN1D2	DUOXA1
NUP54	UCHL3	SOCS6	YAE1D1	SLC16A2	RPL32	CCR3
PLEKHF2	TBC1D13	AHRR	FP565260.2	POT1	TTC16	RCAN2
NAXE	POLM	MOGS	WASHC4	KDM2A	TCF25	TTK
SFT2D1	RAPGEF1	NAP1L1	SLITRK5	PUM1	PRDM10	HEBP1
CCDC84	LARGE1	DNAJC24	REST	SCAMP2	AC068896.1	ID2
DCAF10	MFGE8	MARF1	AVEN	AKAP9	LRRC49	MFSD2B
CTR9	CPSF1	POLR3B	CDC14B	PSRC1	CCT2	LIPC
MMP14	SLC35A5	SRPK1	COMMD3	NCK1	EML1	PURA
ERH	KCNA7	UPF2	RWDD3	INTS13	HNRNPK	PM20D1
PSMB3	RMND5B	AC005154.6	DOCK6	CSDC2	SECISBP2L	TSTA3
CLCN7	C3orf58	TLN2	WDSUB1	SUCLG2	OAS2	REN
DPYSL5	MYBL2	LIN7A	KLC1	NLRP14	STARD7	SIRPG
ERO1A	SMARCAD1	MYO18A	UBA6	PPM1H	KRT10	ATMIN
PEX13	RPS6KA4	PRCC	SZT2	ARHGEF11	SARS	COL25A1
TBC1D13	AC000093.1	MAGT1	PKDREJ	ATF2	NAA25	PKIB
SMN1	OS9	CLCC1	CBX5	FRK	RRP15	PFDN4
RAB1A	HERC1	PHC2	SLC35E2A	HYAL1	CNGB3	BEST2
YIPF5	MFSD4B	ANKRD16	MAPK12	GATAD2B	SLC37A1	BLOC1S2
TNFRSF1A	ETF1	CD81	ZSWIM7	LATS1	EID2B	RAB1B
IGBP1	CARMIL3	SPATA17	TRMT10B	CYP8B1	AKAP8L	PAPSS2
SAP25	RCN3	CFH	PPP1R18	AC006486.1	FEM1B	CLSTN2
RBM48	GTF3C1	IP6K2	ZNF652	ADCY7	RALYL	OAS2
CARD6	OPA3	TSPAN14	BCL3	TM9SF2	MOB4	CDK16
C16orf70	WNT3	CHCHD3	HECW2	TAOK1	OSBP2	PCBD1
CDC73	ATN1	SULF1	ARHGEF37	SOGA1	TSNARE1	SLC22A17
STK16	PACRG	MDC1	NEK9	AL136295.3	GPRC5A	GPRASP2
KBTBD4	PSMC6	STX17	REEP5	MIER3	ANP32B	EIF5
SOCS4	SOS1	ZSWIM9	SLC25A28	FAM118B	FAAH2	AL807752.6
SRI	CWC22	DENND5B	CEP70	ANKRD36	SP3	ZNF544
LRRC14	ZBTB32	SPCS2	RUFY2	HAT1	MAP2K1	BRD2
RAE1	BBOF1	NBPF19	TMEM185A	WDR41	FCF1	RWDD1
VPS54	SFXN1	NINL	MSH5	SMN2	LRRC58	GGN
ZFY	ADNP2	MFSD5	ZNF701	CELA2B	C16orf45	RNF11
SELENOF	SS18	EPHA2	PNPLA6	SYT17	ZNF121	FBXO2
MEIOC	SLC8A1	PARD3	IPP	LRP12	ZNF606	AFMID
GMPPB	TBC1D14	KLHL25	AMY2B	ACSBG2	EXOSC2	STRN4
RPL12	DYM	RPN2	PTGS1	GXYLT1	ZNF518B	GLDN
NPIPB3	AP1G1	TMEM94	EXOG	FUNDC1	GPI	NTMT1
PARP4	SLC24A1	DCPS	FAM177A1	MSN	TMEM108	CCDC61
HMG20B	EML6	KIAA0319L	KDM4D	DNAJC3	LPO	REPS2
RCAN1	PCNX1	SLC25A14	GEMIN2	MON2	SREK1IP1	CLEC20A
PDCD6IP	ZNF274	FKBP7	SUMF2	MICAL3	PPA1	CCR10
NEURL2	TLK2	CDC73	CEP128	SCAF11	GPATCH11	UNC5B
DPP6	AXIN2	ALDH16A1	TOX2	ARNT2	CHRNA3	CLSTN3
SVIL	NFYA	TMEM181	IARS2	ATRX	RABGEF1	KIFC1
SHLD1	POLK	KCNJ6	CUL4A	MAGED1	BAIAP2L1	TRDN
PSAP	SOCS3	CDK19	CORO2B	PHTF2	FAM32A	S100A11
ABHD15	SF3A1	C15orf40	SCMH1	PHF14	AGAP6	NUTF2
MIER1	GALNS	ANGPTL2	RMI1	KATNA1	BRD4	BRSK2
SLC33A1	SMAP1	CALCOCO1	DNMT3B	SAMD14	GABRA1	MAGEE2
CEP295	C2orf92	ALKBH2	ZNF273	RNF2	MICAL2	AL162377.3
GJC2	THRA	CARMIL3	CTSA	PUDP	BET1	SRSF9
MAEA	MPRIP	CLASP1	KRAS	TTC13	PRR36	ADGRG5
CILP	AL132671.2	UNC119B	MAP7D1	MKLN1	CPED1	ASB17
RNF185	TRIM44	CYB5D2	USP40	SLC4A2	KDM5A	SLC29A3
GTF2H2	METTL4	TUBGCP2	TMEM158	TMEM50B	CHAMP1	SLC35C1
TNKS2	LSR	PHF10	IQCE	TARS	JAM3	CRTC2
KDM6B	KLC1	DNAJC17	STK11IP	RAB3D	TMEM138	TMEM208
TBC1D15	WIZ	AC069368.1	ADGRE3	HP1BP3	EIF2A	DLGAP5
NDUFA11	PBDC1	TRAPPC9	FAAH2	C12orf75	CNOT2	MKRN1
NECAB3	GGA2	TAC4	CSF2RA	AL121845.2	CTCF	GSTP1
PSEN2	LTA4H	NUP107	STK32C	PPP4R3B	SCARB1	ARHGAP25
UBE2L3	TRMT2B	C16orf87	FAM156A	FAM234A	PROM2	TCEAL3
ANXA11	PIP4P1	TPRX1	NWD1	PQLC2	CSNK1D	MCTP2
TOMM7	DIS3L	ZNF717	SLC12A7	DDX19B	SEZ6L2	FUT11
ZNF207	SDAD1	FAM216A	KCTD6	HK1	CRK	JUNB
FER1L6	SCAMP4	ATF7IP	RELB	CDKL3	KCNC4	AP000790.3
METAP2	CHP1	HPS3	TMCC1	SFXN1	ARL4C	RS1
SSRP1	HPS5	TRAPPC8	RASA2	DHX32	WASL	GSTO1
NUBP1	TECPR1	MRPS16	VPS28	NIPSNAP2	ADGRA2	PPP1R3G
CLGN	PROCA1	PTPRC	MIER1	PDCL	EFCAB12	TEX30
SH3BP4	NFX1	MOSPD1	PIGC	ZNF396	EEF1E1-BLOC1S5	SYNGR1
SMARCA5	IPO9	TRAPPC5	CFAP100	MTHFS	TMEM132D	VAX1
ULK3	ATG10	TMEM106C	SLC39A11	MICU1	GLYATL2	PRSS48
SLC44A2	ARSB	UBE2E1	BACH2	ARMC10	RYR1	TBX2
DELE1	SPAG9	ZNRF3	KCNMB3	CKMT2	ELP5	ZNF35
STYXL1	NEIL1	TOR2A	KCNH1	NDFIP1	CDIP1	IL19
ACADVL	PRIM2	ARHGEF2	PRPF40B	PHF2	STOX2	PSMC1
DHX15	CLUAP1	ZNF599	PHC1	KREMEN1	FAM207A	DAW1
FDXR	KLHL5	ACBD5	ZNF611	PHF20L1	ASB7	HSD17B2
HDHD2	PSMD7	TBC1D19	LYPLA1	PEX11A	RSF1	SSB
C1orf35	KIF21A	BBS4	PGLYRP2	AMPH	MYLK3	SH2D6
ERCC6L2	ZNF296	RALGPS2	SENP8	SLC25A48	TRMT61B	SBK1
ERVK3-1	PRAG1	LGALS3BP	MAPK6	MARS	SF3B3	GTF3C6
CALCOCO2	PTDSS2	EIF2AK1	PDE5A	SEPHS1	NIFK	RILP
KLF3	CDC73	ERLEC1	NOL4	TPM4	AC002985.1	WISP2
ERLIN2	ARHGEF33	CSE1L	TMEM216	ZNF484	TRIM36	PMFBP1
IRS1	TBL3	KLHDC1	BTBD16	ZC3HAV1	PPP1R18	HERPUD1
FAM104A	TMEM67	PYGO1	ERICH6	PGBD1	DDX23	CLDN5
MED16	TMCC2	AP4S1	FAM3A	SMARCA1	METTL14	GLB1L2
CHD7	HELZ	ZNF444	YIPF1	CCDC90B	ASXL3	IGSF8
NCOA6	CCDC130	TADA2A	SGTB	PGM3	MFAP1	EID2
TULP4	PDCD4	C22orf39	RNF212B	SLC12A7	KIF3B	HPSE2
ARCN1	ADAT1	INTS4	HDAC11	DCPS	RBM39	INO80B-WBP1
TYMS	NDUFB4	SRSF10	PHACTR3	PCDHGA1	LSM3	SLC41A1
TRMT61B	ATXN1	KIAA1109	APIP	SLC8B1	AL157392.5	C6orf58
FAM76B	DCTN2	TUBGCP4	ZNF169	ERMARD	CCDC43	C1QA
SLC16A14	FAP	SUPT20H	TMEM267	ING3	CIDEB	TOR2A
DLD	NFIC	RNF130	HS6ST1	FOPNL	TIGD5	NCL
RFC2	TESK2	ARAF	CCL4	RPAP2	UBE2R2	FAM83H
FNIP1	TCF25	UBIAD1	RUNX2	ANKRD23	TADA2B	FBL
MRFAP1L1	PTPDC1	WDR70	ZNF555	DGKB	SAMD1	MCTS1
ABRAXAS1	AL162377.3	LMO4	AP003108.2	CX3CR1	PNRC1	C5orf49
MID2	PARD3	ABL1	BCL9	PDLIM7	EPHB3	VIP
PA2G4	TBC1D30	TMLHE	CLUAP1	SH2B1	FLT1	HSD17B10
MKS1	SCAPER	ELP3	THAP4	TEX46	KIAA1468	GPR157
TXNL4A	HSD17B12	FAM122C	AGO3	UPB1	TPM3	RHOXF1
PIAS3	MED15	THNSL2	MANBAL	AC010326.2	AL365232.1	RSPH10B
MCRIP2	PPP2R5E	SLC25A30	LY6G5B	LIFR	LCOR	SIAH2
KLHL12	MFN2	ASF1A	MARC1	GALNT7	PGLYRP1	NABP1
C1orf159	KIAA0825	ATRAID	TUBGCP6	RTN4	RANBP6	NUDT16L1
HCRT	MSRB2	BET1	INTS6	ZNF391	FBXL22	DIRAS2
HENMT1	ZRSR2	ERMARD	YPEL1	PHF21B	TSKS	FAM84A
IVD	FAM71F2	SH3RF1	CYLD	CCDC122	NCALD	TNFRSF10D
PCNX4	NPDC1	IFI6	EDEM3	UFL1	GNAI2	REEP1
AL096711.2	TSC22D2	TRIO	C8orf82	PLD3	APPL1	ADGRE2
ERCC1	TRPM1	CDR2L	WNK2	SERF1B	SARM1	CEP131
SLC4A1AP	SPECC1	LGALS8	ENO1	NUMB	IQSEC3	HAX1
NF2	SCAP	EHMT2	PIK3C2G	TSPAN10	CYLD	DEF6
MRPL37	RETREG2	DNAJC6	CLN5	LMAN2	KIAA1549	LCMT2
ITCH	POLR3GL	CHCHD7	CYSLTR2	TBP	HIST1H1B	MED29
TMEM182	SRRM1	SNX16	RNF144A	TSTD2	KIF3A	ATP6V1B2
CD302	COX20	TIGD4	ATP8B4	INTS8	CTNNBL1	ITGBL1
FAN1	MIGA1	UNC80	REV3L	MND1	DNAJB7	SHANK3
PSMD8	FXR1	KCNV2	NAPRT	CASTOR1	GPR17	SCAND1
EFCAB2	ZNF287	PCF11	NBN	LPAR4	UBE3C	MBOAT7
LCMT1	VPS13B	RUFY2	FBXO42	MMP24OS	SFMBT1	ZNF713
POLE2	CPTP	ANAPC7	ZNF839	TPGS2	CORO7	AK7
FAM9C	ZNF235	CNTROB	NME7	SPIN2B	MFSD9	ASIC3
FAM172A	CRACR2B	HAT1	GADD45B	ROM1	TVP23C	C3orf14
ZDHHC18	SEC24A	CIRBP	CIC	ANKRD13A	NPR1	MAD2L1
NPIPB5	ACOT8	GTPBP10	ARSD	PDZK1	PLPBP	PPM1M
ATP6V0A2	STYXL1	TRIM9	ZBTB20	BAZ2A	ALDOB	TMC4
ZNF555	ATP5MC2	DONSON	C2orf74	ZCCHC2	DDX56	NNAT
DTX3L	METTL26	FH	ANTXR1	FCGBP	ARHGAP23	GPX7
UBR4	IFI27L2	SLC25A21	SLC25A16	LIN37	DLD	TFAM
ADAT1	UBR1	ZNF684	PLEKHA8	FURIN	GAREM1	OLFML3
UBE2F-SCLY	CNOT2	RNF169	TWSG1	ANKRD36B	PPP6C	CCT6A
CLIP2	LRRTM1	ARFGAP3	USP9Y	AC105052.1	DDX52	COL6A2
COX7A2L	PIAS1	NRF1	ANKS3	PHKA2	CCDC51	FAM171A2
INTS8	HHATL	VWA8	PDE11A	PPP2R5C	TRAPPC2	FAM83G
HSD17B10	APOBEC2	SLC29A4	ZNF34	PHF11	RPL27A	SMPD2
ZNF449	SLC38A7	LAPTM4A	TBC1D9	TMEM87A	PTPN1	SRM
TTL	ACIN1	DR1	CXCL17	ZNF302	AC092835.1	MFSD13A
CGGBP1	PCDH1	STAG1	ELAC2	AHCYL2	ADD2	RALYL
AGO2	ZNF736	HHAT	CBL	RLN1	RNF40	DCUN1D3
FZD9	VEZF1	GALNS	CAMK2B	ZNF718	CASK	NRBF2
PRDM2	INO80	ERICH2	COG7	AC073111.5	MRPL13	TESK1
LAMB1	ERCC4	FCHO2	NIM1K	INTS10	SLC38A4	PARVB
BORCS5	DENND6A	PIK3CA	TMEM165	ALDH3A2	PGM2L1	TRAF7
RPL37	INCENP	SEMA6C	C19orf38	SPRY3	WDR66	BOP1
CAPN7	SELENBP1	ZNF582	TRA2A	FAM161A	DPF1	EPN1
ZNF805	SEC61A2	VPS72	ZWILCH	ADD3	STRBP	C14orf39
METTL23	ANKRD11	TRIM33	POGZ	MMADHC	ZNF512	ENPP6
C3orf38	SFXN3	STRN3	ZNF382	ACAD10	SAP30L	GPR176
MTDH	TPST1	AP002884.3	VPS13C	TOR1AIP2	CAMSAP2	ZFP41
ZNF530	GRINA	SMCHD1	WARS2	FOXO3	KIAA1191	TIMP1
SYMPK	RAB32	SHKBP1	YY1AP1	TTC21A	STARD8	IFI27L2
IGHMBP2	HCFC2	HOMEZ	GYPC	SEC24B	SOCS6	HIST1H2BC
DRG1	TUBG2	TRAF4	KLHL23	FAM45A	SH3GL1	AL157935.2
PIN4	ADGRE3	ZNF845	FBXL19	ERC1	MIGA2	FZD4
SPSB2	DENND4A	TEX264	TMEM179B	PCBD2	TADA1	ITGB2
MRPS30	ARFIP1	REPS1	SCGB2B2	C1orf105	SLC25A32	SLC16A14
EMC3	IDH2	C14orf132	NBPF11	LYPD1	AL365205.1	CBX2
TIPRL	ONECUT1	UTP15	KDM3A	KLHL30	ITGA3	SLC16A11
TARSL2	CD63	KBTBD2	MALRD1	MAPKAPK3	POMK	ALK
KIFC3	KATNBL1	PHF2	GNAQ	ZEB2	PEX13	ARFGEF3
SLC25A32	AVIL	WNT7A	TRPT1	H1FX	LCORL	ZNF768
EIPR1	PHC1	TMEM209	FAM19A2	HARS2	MED13	YY1
ECD	MCL1	HYAL1	ZNF671	TMEM245	RRP1B	UXT
POLDIP3	ERLEC1	PLGRKT	MED12	HGH1	DCDC2	SLFN5
FAM135A	MCU	KDM5D	PGPEP1	SLC4A5	PTP4A1	GSE1
ISCA2	FBXL13	GCNT4	CD5	C2orf76	KCNN1	MMGT1
EIF3E	SLC25A42	FAN1	SMG9	EMSY	YPEL5	C3AR1
BECN1	RBM39	OR3A2	PIGN	SPON2	TAF5L	DTD1
EAF1	YARS	TMEM230	GET4	GPER1	CAB39L	NCBP2-AS2
CBR3	CGRRF1	AC104389.4	CAPZA1	SYDE1	TCTE3	NUAK2
HEATR6	ANO10	PRELID2	BAZ2A	PTPN4	ATP2A2	CD200
AGAP5	MED12	FAM177A1	RNPEPL1	DDAH1	SP140	HIST1H2AE
UBTF	UGGT1	AC073610.3	C12orf73	CEP104	EEF1B2	LPAR5
SLC16A1	KAT8	CLOCK	KIF13A	HKR1	KIAA0232	APEX1
IMPACT	AC008581.2	UBE3A	GPR149	WDR33	ZNF329	REL
SPACA3	MEOX2	VWA5B1	NAGA	KRT23	METAP1	FILIP1
ANGPTL6	MIA3	MST1R	SPTY2D1OS	GOLGA2	USF3	PARL
AC092042.3	TCEA3	TMEM201	ZNF587	ACTR10	SRGAP3	SLC1A7
UCN	DNAJC17	CSNKA2IP	ZNF28	PGGT1B	WFDC11	MFSD12
GAK	SPAG7	SLC44A1	TM2D1	RNF121	CTDSPL2	COL22A1
TFAP2A	ZNF48	FAM117B	FUT9	KAT2A	MRPL21	IL18R1
SSNA1	DMGDH	LARGE1	CERS2	UBN2	PIWIL1	HSD17B13
CABYR	SNX21	NDFIP2	FTO	ADAMTSL4	HNRNPA1P48	ERCC1
ZFP69	ZC2HC1C	UFSP2	ZFYVE26	SERINC5	SUGP1	MRPS36
SURF4	SAE1	NFATC3	FAM90A1	GID4	PCDH11X	TMEM266
IL33	OGFRL1	PCCA	CTNS	FBXO2	C1QTNF7	ENPP5
YRDC	ATG12	STARD5	GTF2H2	SS18	PPP1R15A	COPE
NAT1	ARPIN	BCDIN3D	CAMK1	PYM1	POM121C	CNNM4
TMEM175	TAGLN	RYK	KIZ	AGO2	CCNJ	FRAS1
TAF9B	MSANTD4	ZCCHC7	CCDC15	ITGB2	GUCY2C	CYSRT1
TRIM61	TMEM26	ZNF761	ZNF783	ARHGEF9	ZNF620	HMOX2
NKAP	DCBLD1	ZNF860	SNX7	MRI1	CPLANE2	C22orf31
ZNF607	TXLNG	RIOK1	ERC1	SIGLEC9	RPS24	TRABD2B
TIMP1	ATP5F1D	DOCK11	PAPSS1	FUK	MUC20	MST1R
CNBP	CEACAM21	LINC02210-CRHR1	VPS9D1	EXTL2	FAM133B	MRPL9
ZNF287	GK	PIBF1	RAB28	MRPS31	ZNF208	IL32
ZNF397	HLA-A	DENND6A	MED7	AC069368.1	OR2H2	DGAT1
SRR	METTL9	EXD2	DROSHA	ZNF512B	DGKD	MYRFL
ITGB3BP	CMTR2	DNAJC10	PARD3B	KIAA0319L	UBALD2	SPAG6
INPP5K	CFAP53	KANSL3	TMEM123	FIG4	KDELC1	AC079594.2
RNF14	ABCB10	KMT5B	VSIG2	SH3YL1	GMIP	TECTB
YTHDC2	ZNF135	ZNF559-ZNF177	IL1R2	BNIP3L	OCIAD2	ZNF319
ZNF366	DLAT	ZSCAN21	AC008878.1	RAD51C	RIOK3	DKKL1
SERTAD1	ESPN	LRRC53	CYSTM1	POLA1	FAM171A2	NACAD
ABL1	L2HGDH	RPAP3	MT1M	ELMOD2	C12orf76	FRS3
SMIM4	ETNK1	MAMDC2	ZMYM4	ZNF277	METTL22	GRIN2B
WBP4	RNF14	PFDN1	PAN3	RAB8B	MPL	RNF152
AC138969.1	WNK2	IQCH	CASS4	PTPRF	CCDC125	DLG4
RXRB	GRM6	DUSP18	ETFRF1	RNF20	NEXMIF	IMP3
SNX11	NDUFS1	STX8	UNC13D	KCNE2	HNRNPA1	SYCP1
TAF7	PPP2R2A	ARL14EP	ZNF236	L3MBTL1	GATAD2B	SSRP1
IMPAD1	PCDHB10	HCN1	CR1L	ZNF404	PANK3	EBF1
RAD1	SCG3	FABP7	SORT1	LRCH3	RPS5	C9orf50
HEPACAM2	ZNF362	CHM	SNAP29	SLC35A1	SIK3	C11orf95
LXN	KIAA1468	FPR3	ASXL1	TRIM62	ZNF101	RAB11B
PSMB5	POC1B	MAPK6	CNDP1	ST3GAL3	AP3S1	CD3EAP
ANKRD16	SLC25A25	PEX3	MIS18A	SAMD4A	NUP214	SMIM18
IFT172	PPP6R3	DYRK2	ANKRD29	SEPT3	PHB2	AL049629.2
USP45	APRT	KLF13	INTS10	SPACA9	WDR86	TIMM17A
ENGASE	LINC00854	RBM5	OPHN1	AC003002.2	POLD1	SOX12
TEX36	NVL	ZNF638	BRAF	SENP2	HSPA4L	TWF1
BANP	FAM198A	CLK4	HMOX2	NR1D1	SRCAP	AMER2
VPS29	FAM76A	IFT46	PTPN18	CHRDL2	ST8SIA6	DAZAP2
SUGP1	RPF1	IL17RB	UBAP1L	AC005837.2	DNAJC25	UBALD2
CDC25A	MYEF2	PNCK	WDR34	KLHL24	CWF19L1	MSL1
EIF3A	MKNK1	FOPNL	IMPG1	UCP2	GPR27	RSL1D1
PDXDC1	SLC48A1	SIGLEC10	SV2C	CNP	RPL17-C18orf32	SEMA4F
EEF1AKMT1	RNF114	FBXO11	ETFA	MPP3	PKMYT1	SPATC1L
UQCRC1	XPO4	CYP8B1	DYNC1H1	TAF1A	SHB	TMEM81
BACH2	BAG6	ARHGAP26	JMJD4	CIP2A	AAMP	CCT2
RNF168	RAB28	RBBP6	SMIM19	FNBP1L	FAM71F1	ABCA6
TOP3A	RAB21	DDX50	PXDC1	URGCP	ANKLE2	MKX
ZFP82	SELENOO	XPO7	CEP85L	HCN3	STMN4	MLIP
EXOC3	CEP290	HYI	HDAC4	KRIT1	MFSD2A	GPR179
RTCA	AC124312.1	RAB22A	RAPH1	LRCH2	R3HDM1	DHCR24
SYNCRIP	CRIM1	BRAT1	AC006486.1	TMEM106A	CAV3	SLC22A6
STIL	ZNF225	ZNF83	MAMDC4	C12orf40	RPS20	ENPP1
GNGT1	SLC25A28	FARS2	PPM1A	METTL27	USP30	AC093525.2
SMG7	SPATA17	FAF1	OLFM4	CRAMP1	GPR146	E2F1
SLC39A8	NPIPB4	TRAFD1	PLBD2	TTLL7	VMA21	KIRREL3
VAT1	KIAA1217	RMND1	TARBP2	ORMDL3	MAPRE3	GAS7
HSPA13	CPNE2	ISPD	TRAF6	ZFP90	SLC36A4	COX7A2L
TTC16	ZSCAN29	GRIP2	PPIE	PDCD1LG2	ZNF132	MSL3
MYO9B	CLPTM1	MBOAT2	AAAS	DENND2A	POLDIP3	TEX35
DAGLB	CLEC2L	GLT8D1	YOD1	GAA	SNU13	FLI1
SMC4	THEMIS	REX1BD	HPS1	DCLRE1A	ATP1A3	JUND
GCC2	GTF2IRD2B	PABPN1	ST3GAL3	C17orf80	PAK4	MBLAC1
RAP1A	UTP18	PRRG2	REXO2	GOLT1A	RMI2	GPR137
MANBAL	HLCS	KNSTRN	PXT1	ZNF85	ASB8	MAP7D1
