RPS12	UHRF1BP1L	FUCA1	JPH1	CDKN3	AGBL3	RAB11A
TBC1D10B	MTRF1L	ZNF770	FLYWCH2	WWC2	DNAJC21	PRIMA1
IRF2	GABRB2	HMGN5	MCHR2	NEU3	TMEM199	FSBP
ALDH1A3	GTF3A	ZNF471	HSPB3	DNAJC7	RBM6	Z83844.1
GATAD2B	FAAH2	BCAP31	RTCB	RPL22L1	TMEM200B	ZSCAN16
LRIG3	TMEM237	GABPB2	HCLS1	PEG10	GPKOW	SF3A3
KLF15	PFDN6	SPATA6L	CCNJ	FSIP1	AEN	SLC33A1
SPDYE2	MAP2K7	SLC41A1	AMMECR1L	NTM	LIG4	FOXG1
RNF212	SPIN3	RTP4	ANXA3	SLC12A4	CYB5D2	RIPK1
ACSM3	ANKRD35	RNF168	AP001273.2	MBD2	KIRREL2	SMCR8
MED13	PPP4C	RNF41	TTI1	MRPS11	HS2ST1	GRAMD1A
PCOLCE2	ZDHHC20	TSNARE1	NBPF14	ORAI2	ANGEL2	CES5A
GSTK1	ZNF358	FAS	COMMD10	GLRX3	SHQ1	CLDND1
TYROBP	BLVRA	RFX2	ADGRG1	ZNF610	GAS6	MAP2K1
HSPB1	RPIA	FAM228B	PIN1	SMG5	UPRT	DVL3
SMAD3	CCDC25	AC011462.1	IPPK	ZNF431	PRRT3	CSRNP1
FBXO42	PGP	DHX8	ODF3B	YEATS4	ATP13A1	ARV1
SLC22A5	ZNF397	C12orf65	DBN1	TTC9C	FLCN	PROM1
SERINC4	TMEM156	PLAGL1	GPAT4	SIVA1	MIB1	ARR3
PARD3	ELAVL4	MTA2	CDAN1	TMF1	SLC25A46	KCNK2
GALK2	ANXA7	RNF141	TTC5	TIGD7	PET117	GRIA2
MFSD14A	TMEM59L	COPS7B	ARHGEF12	SNX30	NCR3LG1	CXXC1
PABPC1L	ZNF322	COL6A1	SCN2A	ZNF558	NVL	CD5
GRB14	PRRC2A	CRIP2	NME6	NEU1	FAM91A1	TMEM44
ZNF25	EIF3L	CCDC84	EIF2B3	GNAS	DNAJA3	FAM76B
ARL10	MAMLD1	TRIM5	RINT1	SPTBN4	DVL3	MRPS16
AQP11	SAV1	CACNB3	CCDC22	SPRY2	TASP1	CXorf57
COQ7	MMP28	CAPZA2	DERL1	CHD1	ZNF202	C1orf56
TLCD2	H6PD	SLC39A8	ACSM6	SEMA4C	PFN4	KCNE1
GPKOW	IPO8	DOCK7	CCDC87	CCDC12	SNAPC3	THNSL1
RPGRIP1	CCDC186	AP1M1	RNF34	FAM168A	GTF3A	NECTIN2
BAALC	ICK	AIMP1	DND1	MIB2	HAT1	ZBTB24
AKTIP	ZNF224	VCL	WRN	SAMD4B	DALRD3	PSPH
HMGCL	SYNGR2	ZNF414	ATR	FAM199X	UBA52	MPHOSPH10
MRGPRX3	SRPRA	SDC1	ADAM17	POLL	UBE3B	DNPEP
SRSF3	ARPP19	CSNK2A1	GPRC5D	AVIL	EPRS	ZBTB33
RTKN	DHX37	RARA	SNUPN	PPP2R2A	NSMCE4A	SRSF7
NIPSNAP3A	DDX60L	KIF3A	AEBP2	BNIP3	CHRNE	PLCD3
LEMD3	LMF1	PRPF18	SPATA6	PABPN1	CDK20	FBXO33
HES5	SMIM19	MARCH5	PPIL4	PNPLA3	FAM161A	NEK5
FERMT2	PRKDC	ZNF189	NDUFV2	PSMG4	HIST1H2BH	DPAGT1
ENG	ZMYM5	DHX9	RNGTT	TOR2A	ERG	IFNGR2
NR3C1	NFATC3	PPP1R7	RABGGTA	GALM	APBA3	FLNC
STARD13	EPHA3	CDC42	SSC4D	PPM1F	LRSAM1	CRIP3
SOX18	CASC3	RAB12	METTL14	DPM1	ZSCAN1	FAM206A
MPRIP	USP25	FAAP100	CUBN	SRGAP2	MDFI	WDR88
KMT2E	TMEM168	CACNA1G	FN3K	ILF3	ZNF517	TBCA
TMEM191C	USP49	HPX	ZNF699	PREPL	EPC2	KIAA1549L
TMEM86A	FBXL4	ARFGAP2	PLAC8L1	LIG1	PHKG1	LMF1
HELZ2	ZW10	MAGEE1	AC093899.2	VPS28	SLC25A17	CFH
GRPEL1	PRDX1	FBXO34	ASAP1	FAM193B	STAB1	TM9SF3
AL110118.2	GPR143	RAP1B	GABPA	RGS1	AKR7A2	RAE1
TXNL1	IRF3	ST6GALNAC5	TXLNG	RIOK2	FANCB	ITPRIP
GTPBP1	SLC31A1	FAM213A	ZNF580	FLI1	SAMD9	KIFAP3
CHPF	BRAP	SV2A	AC068896.1	SKIL	AC093512.2	DGKI
ETV6	ST6GALNAC3	ASB6	MTF2	EXOC3L1	MAU2	DHX29
ZRANB1	ZFAND1	RPAP1	ZNF638	ASMTL	CCDC15	NRXN3
PPP1R42	CNTNAP2	CDCP1	MEN1	NPHS1	TUSC1	DUSP18
HSPA14.1	KIF1BP	WDR31	P2RX7	TDP2	COL21A1	HSD17B1
ORC6	ORC5	INAFM1	BAX	POC5	LPIN1	SEZ6L
PLEKHF1	GPRASP2	EXOSC2	RCL1	TNIP1	PHLDB3	TMEM8B
STIM1	RBP7	AQR	SPATS2L	P2RY14	SLC30A1	SNAPIN
PPP2R5D	USP11	HIPK2	RAB33B	RTCA	RCC1L	TTPAL
LIMCH1	PNKD	ASCC2	FAM228A	ZSCAN25	ACTR10	BTBD11
EPC2	ABCB1	PLBD1	AC005943.1	NUP88	ZNF774	HMGCS1
SLC25A3	PAK1	ADGRL3	MBTPS1	NOTCH1	UTP20	NPIPB15
SUMO1	SLC4A1AP	IL27RA	EBAG9	GTF3C2	PRDM11	ABCD2
PRCC	ZNF821	VPS37C	PDCD2	DPYSL3	KCTD12	PFDN1
SOAT2	E2F3	RRP1B	KYAT1	UBOX5	C3orf20	FAM20B
CARM1	SENP5	SHMT1	POP4	CHID1	RGS10	KLHL41
ZNF451	ANAPC11	GTF3C1	FAM19A5	ICE1	MARVELD1	THAP3
RPS6KA6	KLHL1	CLIC4	FCER1G	AL603832.3	NRBF2	SREK1IP1
PPP1R7	ADIPOR2	TBC1D12	SFXN1	TMED8	GRB14	OPLAH
EIF1AX	CNTNAP5	AC010422.6	KPNA6	AL162231.1	CAPZA1	ACAA2
LAMTOR3	NSL1	LRRFIP2	ISOC2	SLC25A12	GSTA4	BAMBI
TAF5L	EBPL	HTR1A	GTF2IRD1	HIC2	ZNF257	KRR1
G3BP2	SSBP1	DNM2	TRIM52	SMC6	PRNP	LRRFIP1
SLC22A4	Z83844.1	GNAS	CTCF	RALGPS2	FRS2	BAG5
IL6ST	RECQL4	SLC22A5	RAE1	ST6GALNAC1	CASP8AP2	AMPH
MANF	CNOT7	GOLGA8N	CANT1	HAPLN2	NOL4	SLC22A7
POLR2M	LPGAT1	PKD2L2	DPH1	SUOX	RDM1	CDK12
CSRP3	IPCEF1	FAM199X	STARD3NL	PRUNE1	NCAPD2	PFAS
NBN	GFRAL	BCL2L12	ACTL6A	CCAR2	MAZ	PLK4
KPNA5	TMX1	TBX2	DAZAP1	MALSU1	RPP25L	NBPF20
ACAT1	COA3	LRCH4	ZFAND4	ATP1A1	AC092647.5	ARID4A
DLX2	MUS81	RPS6KB1	CHMP7	ACBD4	MORN1	EED
FBRSL1	AL049697.1	MBNL1	ZNF358	IQCN	PYCR3	ACP2
CDKN1B	MOCS1	CCDC153	LYPLA2	TBC1D8B	PXYLP1	PDXK
ZNF524	ELAVL1	DAPK2	PPM1F	RPAIN	TINF2	AP5Z1
KIF2A	SRSF10	YJEFN3	NSL1	SLC17A5	WDFY1	POLR2J3.1
LYSMD4	PLRG1	FXR1	ZFAT	LRIT3	ARHGAP25	SEPT8
ANPEP	DDHD1	QARS	SUPT5H	ACTG1	JADE1	HIST4H4
LHX2	PROS1	G0S2	CCNT2	PATL2	LARS	AL360181.3
LMBR1L	EID2	LGALS3	FCGR1B	MYO5B	FLG	FBN2
NPAS3	VAPB	SSC5D	ACAP1	GSTCD	KCTD6	ZNF700
NIT2	CFAP69	RCN3	PTCD1	TMPRSS15	ALAS1	TMEM170B
WDR59	FASTKD2	HAUS2	ACVR1C	DPH1	ETFB	DCHS1
GID4	CRYBG3	OVCH1	CD160	GOLGA7	ORAOV1	BST1
AFAP1L1	HIPK1	IPPK	TATDN3	ABCA2	SWI5	CD59
SP1	RPL35A	C5orf51	TMEM98	AGTRAP	RILP	B4GALT1
L2HGDH	RPL22	ZNF583	RGS22	CYP3A4	PREP	EXD3
ARIH1	TXNRD3	IRF9	TOR2A	MADD	MYH3	C12orf73
TBCB	XPC	HIST2H2AC	WDR5B	LYPLAL1	USP24	PIGR
OFD1	CEP63	CDH1	SDHA	BOD1	TEX22	ST3GAL5
PQLC1	GTF3C4	DIAPH1	ZNF394	C2orf49	ADCY7	DHRS7
DSCC1	TOMM70	GPR146	COA5	NADK	TMBIM6	ZNF331
NES	CROT	TGM3	CYP4F22	SHANK3	EIF5AL1	HRASLS
FXR2	MED28	KCTD2	AC099489.1	ASF1A	CCDC93	TLE3
RNF32	MINDY2	RBM39	B3GALNT1	C10orf143	GRIK4	KLC4
MFSD2A	C14orf93	ILF3	SLC2A11	ZNF506	STMN3	LGALS4
STK38	NRXN2	HADHA	TCERG1	ANO7	FSD1	GADD45A
AC118553.2	HYI	PRKCSH	PKHD1	ANKRD62	UCKL1	IL15RA
PLS1	MPHOSPH8	CRTC1	KCNIP2	C1orf122	JCAD	TMEM206
AL121900.2	ZNF596	LLGL1	NOC3L	ISY1	BPNT1	HIKESHI
XRCC3	DYDC2	SFTPD	SMAP1	COG3	ITIH4	ZNF365
XIRP2	GABRA2	TUBD1	ZSCAN25	NADSYN1	ANO3	EIPR1
NDUFAF6	SUPT16H	SLC4A8	MRPL16	ECHDC1	ARPC2	CEP41
ARFGEF1	TMEM206	SRSF12	BUB3	EIF2AK1	TCF3	ANAPC2
AC006486.1	STS	TMEM248	MICAL2	TYW1	USP44	SYBU
FANCL	STARD3	BFAR	ASPN	PIK3C2G	ARFIP1	ZNF362
EXOC4	APH1A	ZFHX4	GAK	PAICS	VPS4A	ARGLU1
FAM217B	AAMP	POLD2	RBBP4	AAAS	TRIM41	CCDC88B
ZNF148	ROGDI	LRRC41	GRHPR	ZKSCAN5	SLC35F2	ZBTB42
SIRT3	KDELC1	EIF3A	RNF216	PRR14L	ZNF500	CD164
PHLDB3	ZNF280C	FAM45A	BTBD2	MRPL48	SNX25	MRPL3
FAM120C	SLC36A4	LONRF1	RRP36	PRPS2	ALG11	NOP58
VSIG10	PSIP1	MKRN1	IP6K3	HERPUD1	DPM2	N6AMT1
KIAA1586	OCA2	ARNTL	ZNF106	SRFBP1	NBPF3	DND1
EZH1	NCALD	PGAP1	JMJD1C	OTUD7A	NPIPB4	SLC25A42
LINS1	ABHD11	SMG1	RFFL	ALKBH8	NFYC	L3MBTL1
SPRTN	TRIM33	ZNF667	SWI5	RPF1	MEIG1	TPGS2
IFT81	ARV1	PDAP1	NAE1	CCDC65	SHMT2	MED30
GAPDH	MAML1	RMND5B	AP3M2	SRGAP2B	ANGPT2	TENT4B
TTC12	DHRS11	UBE2D3	MRPS16	CPSF4L	SNRK	AC003002.1
AP2M1	MARK4	TXNRD3	ADSL	PHF6	RPS15A	DCAF4
ITGA1	SRP54	N4BP2L1	SHANK3	ALKBH3	DAAM1	CLK3
ABCA8	BTG1	ACAP2	SHLD1	DHX36	PKN2	COX18
LHX6	NIPAL2	TSPAN7	RERE	NOVA1	GALK1	AMMECR1L
ATN1	WIPI2	ZNF398	GNAO1	AK6	DNAJC3	XG
TCF19	KLHDC1	SYNPR	NT5DC1	AC126755.2	STX1A	EMC3
KLHL11	TBC1D23	SPDYE1	EED	ANAPC13	PPP1R12A	FAM122C
UCHL1	COPS2	ZNF157	SLC25A40	NAA25	FKBP4	A2ML1
ARHGAP35	ARPC5	C8orf76	EBF2	MED11	ESF1	PEX11B
TST	ZRANB3	SH3GL2	PLN	RAB11FIP5	UTY	AP000721.1
HNRNPR	LRRIQ1	VPS26A	RYK	NOMO2	ATN1	BTBD16
PTGR1	DAP	ACIN1	MISP	ZNF34	HES6	ANKRD24
SLX4IP	ABL2	U2AF2	TMEM127	TMEM39B	GRM3	ZBTB8A
AC012309.1	ZNF599	AGO3	UBE2G1	PFN3	METTL5	NDUFA10
HSBP1L1	ME3	MFSD1	RPA1	IPMK	NEUROG2	SNX18
ZCRB1	SMIM13	SPTBN1	TUBA1C	MAP2K7	LONRF1	IFFO1
DONSON	WDR36	RCHY1	MAGEL2	SYNE2	IGSF6	PPP1R35
SNX29	TMCO1	YIPF3	HEXB	MTG1	ISOC1	G6PC3
MB21D2	RTL6	PEG3	CEBPZOS	INPP4B	C12orf66	MKRN2
CUL7	OCIAD1	SART3	ORMDL3	WIPI2	TAGLN	MNT
TMEM185A	FBXO15	ID2	ZP3	ECD	RABL2A	ZNF200
PFDN5	TTC7A	PLPP2	PPM1G	ANXA5	DMD	HDAC1
CPT1B	ZNFX1	SSBP1	INAFM1	CCNJ	CYB5R3	SNX30
CMC2	DUOX1	YTHDF2	DYNLRB1	C3orf14	THUMPD3	AZI2
HLTF	CYP51A1	APBB1	ANAPC10	GNB4	ZNF786	CORO7
SPDYE6	TIMMDC1	FOXK1	TMEM126B	RRP1B	TMEM106A	MRPS18A
ARHGAP45	TRAPPC3	BRF1	FAM76B	ZNF502	NRIP1	AL121900.2
ATG14	PTRHD1	UTP4	AP5M1	CCDC183	VAPB	PTCH1
BMP2K	TCEAL7	STAM	THAP5	SPRYD7	CDADC1	PCDHB2
LOXL1	SLC27A4	COQ8A	TRAM1	PRR36	MYH9	FAM57A
PRADC1	MBTPS1	SLC48A1	INPP5F	UNC79	GPHN	TRAPPC2
PAAF1	SELENOS	FLOT2	ZNF260	TBC1D15	TMEM192	PARP10
RAB11A	PCMTD2	TTBK1	ERG28	TMEM206	SELENOS	PPP6R1
USP49	MTMR9	C15orf61	PAFAH1B2	ERGIC3	DICER1	ZCWPW2
DAZAP1	RPL21	LTBP4	KAT5	TMBIM1	DPH3	DNAJC7
TCTN1	ELAC2	SUGP1	PHF3	AUP1	TMA7	ATP6V1E2
AL365232.1	MRPL24	ZFP1	RTL8B	ARL6IP4	ZNF341	HPGDS
MPDZ	TIMM23B	DRG2	CIR1	DHX38	KLKB1	DCTN2
REEP5	RPS27A	HSFY2	UNC5B	C1GALT1C1	CCDC184	MON1B
NDUFB10	TCF7	ENSA	VPS25	TYROBP	NOCT	DIXDC1
ATF7	TPD52L1	CERS4	MBOAT7	DIMT1	PCYT1A	ZMAT5
PPARA	GGCX	PTK2B	UBE2B	BRI3	RUVBL1	SCRN1
ATXN2	BAG5	CNTNAP5	OSTM1	SLC38A7	GABPB2	UCK2
IFT22	CNOT8	VRK3	MIA3	DNAJC17	RAB5IF	PLA2G5
MAK	GNB5	ZNF251	LSM12	ELMSAN1	DOC2A	DOCK5
DCAF5	MGST2	GOLGA7	GTF3C2	EPGN	LAPTM4B	INHBC
AP1S3	NUP98	TAF1D	BHLHB9	FUOM	EEF1AKMT1	KLHL17
TUBB4B	EFHC1	PDPK1	LRP5	POLR1D	C5orf15	POSTN
LYRM7	MS4A13	NPIPB4	HYAL2	ZNF514	VWCE	CCDC141
KDM2A	C2orf69	GMNC	ZBTB43	NAV1	DGAT1	AP4M1
ATPAF2	YME1L1	UBE2V2	SRGAP2C	GZMM	TIA1	C5AR1
C9orf43	ZNF491	GSS	KIAA1586	KIF5B	ARL13B	MRPS22
TXNDC15	TPD52L2	RPS6KA2	MEGF10	KIFC2	ZBTB38	RGP1
SPCS3	ZNF101	CAT	KIF1BP	PDE7A	KLHL32	PGRMC2
ACE2	UACA	ARRB2	AK4	CD300LF	PPT1	GAL3ST4
RUSC2	PKD2	ADAMTS20	EIF3K	ZNF24	SLC15A3	GLT8D1
TRIM63	RPS13	C18orf25	BRD4	POFUT2	GPR161	TTC5
SMUG1	TMEM69	ERAL1	ZNF16	ARSD	PFAS	CLPX
FAM49B	TMEM116	ABCA3	C16orf96	WDR55	TCP11L2	SLC14A2
NAA10	PCDH12	EIF3M	CHCHD7	PRKDC	DOK1	ZNF527
ZNF641	UBXN6	ARVCF	CNST	CCT4	PKNOX1	BTC
RAB11FIP2	DHX8	CTR9	NUDT3	FGD3	TRAPPC11	FTSJ1
ZNF268	LAP3	ABHD8	LIX1	PPCS	SLC25A39	ZNF28
AC013394.1	GALNT7	AP1S2	PMM2	ZNF71	AL139260.3	IGSF9
CYP8B1	KXD1	UQCRC2	COA1	MAEA	BICRAL	ZFAND1
RBKS	C2orf42	NEIL1	DCST2	ACOT13	RABGAP1	CLCN4
ATXN1	MRPL16	SLC25A13	ZNF780A	HSF2BP	COMMD3	PCGF1
TYMP	DOLPP1	MSANTD3	LMO4	DROSHA	GNMT	BTF3L4
ATP7B	CYB561A3	ZBP1	RORC	ZNF785	COPS6	GALNTL6
C11orf49	TMED2	PTPDC1	LRCH4	BRD3OS	SLC7A1	BOD1
TOPBP1	SLAIN2	PABPC1	CHML	LRTOMT	PLXNB2	ZBTB47
TPRG1L	GJC1	SLC25A46	TKFC	LYRM1	KPTN	RIBC1
TGM1	HINFP	PRKAR1A	GIGYF1	POLE	PTPN11	FKRP
PPIE	PLAA	NMT1	HEATR4	C7orf25	ASMTL	LIN37
CCDC92	ATP9A	TMEM33	FZD9	LCMT1	ANKAR	SLC38A4
ACKR1	TMEM209	FMO2	DYRK4	DHODH	CAP2	DNAL1
SFPQ	C5orf22	DBI	ETNK2	MTUS1	GNB3	AP1AR
BAX	TYK2	ALDH1B1	KIF24	CAB39	CCT7	SDHB
MX1	DTWD1	AGBL2	EFTUD2	ZNF394	MDH2	FOXP2
CBR1	FBXL15	MFSD13A	KLHDC2	CDPF1	LY96	ELAVL4
ABCB10	GPATCH3	UNG	VSIG4	SASH3	MXD3	PCSK4
AFAP1	APOA1	PEX6	PPEF2	SRPK1	HENMT1	MXRA5
NAA40	IQSEC2	PABPN1L	SECISBP2L	SOX12	ZNF318	KLHL2
TRIOBP	TMEM165	PLAGL2	ZCCHC4	SERTAD2	HNRNPA1L2	AC067968.1
EFHD2	CEP72	SLC6A8	TRIM8	MSL2	ARHGAP10	RMND5B
SNAP23	MRPS21	CTDSP2	AP5Z1	BCL6	SIPA1L3	SLC2A8
SRC	MAPKAPK5	HNRNPUL1	LTA4H	GOLGA4	RPS6KC1	IL20RA
ZNF566	UBE2Z	PIK3IP1	MED11	SLC24A1	QSER1	SLC25A36
PPM1M	ACTR1A	MPRIP	FTH1	FCF1	MRPL1	TBC1D10B
GNAI3	ZC3H14	SEC61A2	PLD6	FZD9	SDHC	RNF10
PP2D1	USP39	IL17D	MRPL22	POLD2	KDM5D	CCDC163
ATP5MG	MIEF1	TTC19	DELE1	SMIM3	VDAC1	WDR37
HSPA1B	NUP160	CDK7	SEPSECS	GOLIM4	NR2C2	USF1
SAMHD1	TEAD3	DENR	PIAS2	EBPL	TSC22D2	TEX52
METTL26	ABHD1	PTGES2	SHC1	HEBP2	ITGAV	ODAPH
NFXL1	CNKSR1	BLID	TMEM47	MUCL3	LPAR6	TSPAN9
SMARCE1	ASXL3	CHST2	ATP13A1	CORO7	NUCB2	TNFRSF10B
ARHGAP32	MZT2A	EPOR	FAM167B	DIP2B	ANKRD35	SARDH
SUSD4	ZNF746	ASPSCR1	ANKRD10	HERC3	ZNF391	LCP2
ZNF281	MPP6	AL355315.1	DDX1	CEP120	MARK1	PSTPIP1
ICAM4	CTXND2	CFAP299	C19orf25	CHMP7	SCYL1	AC138969.1
WFIKKN1	C18orf25	ESCO1	SMARCAD1	DOK7	LIPA	ABHD17C
INAFM1	NOA1	ITGA10	B3GAT3	OGDH	ZNF846	DNAJC15
TMEM131	ZIM2	SCRG1	C12orf45	LRRTM4	DRICH1	MPP3
RTF1	ITGAM	DUS4L	SPAST	ZNF682	NLK	TEK
FCMR	GJB6	COPA	RASSF6	PES1	SNED1	METTL2A
KLF16	ACTR6	STX7	LIPA	MRPL13	TMEM175	PDE4DIP
FGF13	RS1	BAG5	SLC9A6	PCCA	ING5	CHRNA6
SPATA7	TMC8	PDPR	GTF2H1	THUMPD3	DYRK3	FAHD2B
MAMDC2	FUBP1	PWP1	CFP	CD53	MFSD3	RDH10
ZNF730	RPS19BP1	TAF6	GLIPR1	ZNF707	SLC30A3	PCDHB15
ABR	TMEM258	CEP131	PIP4K2B	GLYR1	NFKBIZ	MSANTD4
SPEN	TRIR	JAKMIP2	UXS1	IQSEC2	RAB4A	ZKSCAN3
ZNF720	DPM3	NUCKS1	ECM1	TBC1D10A	PNKP	RRP15
SLC27A5	MAP3K4	MED25	MRPL37	RBMX2	SPOUT1	RPS6KA3
ZDHHC24	TMEM255B	TTC29	HIRA	MAP3K20	TMEM106B	WDR5
CD82	MAP2K1	TOP1MT	CDC27	ZNRF3	TBCK	ZNF134
SNX21	SNRPF	MMADHC	KCNAB2	UCHL5	ADCK1	IL16
NMNAT3	ACTR2	SYCE1L	RAB12	ORC2	NRF1	AUP1
DCAF12	TMA16	ST14	KIAA1551	KIAA0556	PPP3CA	TOPBP1
ZNFX1	AP3M1	MFN2	ARL14EP	R3HDM1	MATR3	TMEM132D
ING5	TCTN2	SRP72	CHD9	PLEKHG2	CTDSP2	PLA2G12A
MKKS	TOMM20	PHRF1	SMPD4	RNH1	KYAT3	ZNF525
REPS1	LRRC57	NAF1	ANPEP	USP1	PTBP3	E2F4
AC092587.1	UGCG	ATG13	TMEM161B	MBLAC2	ETFRF1	MAPK6
ARHGEF1	FAM171A2	TCP10L	TEDC1	CLEC12A	ASTE1	AL136295.5
VPS41	COPS9	NFKBIB	ARPC3	UHRF1BP1L	TTC37	TFDP1
CLDND1	STX5	HERC5	ARSK	STK36	SIGLEC9	IVNS1ABP
RBAK	IFT81	PRR7	RSPH9	VPS50	LNP1	ING4
NONO	MYO1D	C1orf109	SPCS2	RRAS	NAPG	OR3A3
UBL7	MRM3	TGFBR2	MAFG	TEX2	DDX58	TMPO
MACF1	KCTD8	SERPINB2	ERVK3-1	ZCCHC3	C6orf47	PABPC5
RPS27A	CHMP7	DVL1	AC005837.2	SDHA	PHC3	SKI
SEC61A2	ZNF268	C20orf96	FOXP1	GSTM4	CTPS2	ZNF121
KIAA1109	CD2AP	TTC25	ZNF416	AARS2	CHCHD1	ZNF764
TMEM139	SGPP1	TSPAN33	TAGAP	C16orf58	MTPAP	DTX4
MEIG1	RPS12	PLPP1	STXBP5	MATR3.1	TOR1A	CCR1
RFX1	CCDC113	TMEM8A	ARSG	C18orf32	KIF1C	SLC6A8
AUH	FNTA	SUGT1	CRYBB3	XRCC6	RPS13	MRO
HSD17B14	NEK4	SULT1A2	SCRIB	FOCAD	SEC61G	CXCL5
PMP22	MRTO4	ZFAND3	CDK12	FAM20B	POMT1	ZADH2
SLC17A5	TADA2B	CENPW	TMEM106B	TCTA	IDH3G	PRKAG2
ALG10B	HLF	SGMS1	TMX4	MAP2K1	GTPBP10	PLEKHA6
NPIPA8	ICE1	JUP	ORC5	PDCD10	RGMB	MAPK11
NSUN3	ARHGDIG	MDGA1	MLLT1	FGF22	SMTN	BDH1
AC008758.1	WDR44	DEAF1	CBLC	MYNN	GSKIP	ZNF273
ITGAV	CDC37L1	VTI1B	CASKIN2	ACYP1	SMC1A	RUNX1T1
MEN1	SSR1	TASP1	PDK2	PAK4	ZNF761	MMP23B
HELQ	LRWD1	TMEM56	SYAP1	UBE2D4	ZNF780B	ATN1
GZMM	ATG101	WDR48	ADAT2	SPECC1L	POLM	MPP6
C4orf36	ZNF251	RBM48	FBXO16	SLC38A9	ERCC5	PANK4
WDTC1	ZNF550	SIGMAR1	DNMBP	POU3F4	TMEM41A	ZDHHC16
GRAMD1A	SEC23IP	FAM86B1	WDR12	PDPK1	NARFL	BHLHB9
ASPDH	NLN	EIF5B	TTC4	PSEN2	RABGAP1L	CCDC137
CCDC50	OST4	RAMP2	HMGB1	TMEM167B	WDR92	ZNF582
ZNF700	MKRN1	AXIN2	USP20	QSOX2	TBL2	FLVCR1
FAM110C	DPEP1	CCDC158	FN3KRP	SRSF9	FGD4	APC2
USP12	MACC1	YTHDF1	EHMT2	ZNF654	NSUN4	NDUFC2-KCTD14
SDHD	ARMC5	ITPK1	DPF2	SURF1	SETD4	DNTTIP1
AIDA	PCBP4	UNC5B	NDUFAF5	UBLCP1	VTI1A	CAMKK2
APOBEC4	PCDHB4	AC012184.2	MOB3B	CRYBB1	HIST1H1D	BUB1
ARHGAP1	RPL9	INHBC	THNSL1	AC008758.1	PIP4P1	AL355987.3
RAB3IL1	BZW2	WDR24	CSNK1A1	FAM76B	ITGAE	AK6
AFDN	PYGO1	C7orf43	ASB7	FNIP2	ANTXR1	RAB3IL1
KIF23	EDC3	VHL	RAB1B	AP002884.3	SNTG1	GINS2
RASGRP3	CEP83	KCNG2	CLTC	PIWIL2	KDM4A	PAM16
STK32B	YTHDC1	DMPK	RNF114	SLC6A8	FBXL19	PGAP3
SMPD1	CYTH3	SYT11	ADIPOR2	MPP1	RNASE1	SLC25A41
AIG1	RCL1	RNF10	TMEM129	ATXN7L2	MEGF8	KLHDC2
LPCAT2	BLID	PJA2	TEKT5	PRRT3	EVI5	UBIAD1
PTK2B	USPL1	TTC39B	COG6	CCNG1	STPG1	COBLL1
PDGFA	DXO	POLH	UBE4A	ST13	MZF1	PLN
NDUFC2-KCTD14	PAFAH1B2	WASHC4	MATR3.1	NFKB1	SNTB2	SARS
EYA2	BNIP3L	TAF1	BSPRY	PIH1D1	CKMT2	ZNF554
APBA2	PDAP1	C9orf153	SSNA1	TMC7	PHKA2	RING1
PRRT3	FBXO38	ACKR2	DOLPP1	MMP11	SPINK5	SLC29A2
GPLD1	KIAA1841	KCND2	CDH2	VPS4B	ATF7	COL19A1
HEATR5B	SNRPC	ALG1	LMO7	ALG11	TIRAP	CBX7
PRKAB2	C19orf25	BSN	ACAD8	BSG	POGLUT1	FDXR
TAGLN2	PTGES3	SRSF8	ME2	PRPF3	ZNF135	PPIL6
FAM161A	TEX10	ZDHHC8	DLG4	AC022400.7	RNF123	CCDC73
FO393400.1	AL160269.1	CCDC9B	NFYB	ALG8	TRIP4	CIZ1
PDE4D	LPIN1	CLEC12A	AKIRIN1	GAL	TSEN54	ARL3
AC006978.2	PPM1F	FBXL13	HAUS2	DIP2C	WBP2NL	KIF5C
ALDOC	ACTL6A	LYRM2	CHST14	MCM3	C8orf59	MOB1A
CRTAC1	NAB1	TARS2	COPS7B	RPL7L1	ESR2	ZYG11B
SELENOT	CCDC43	PTPN23	RASGRF2	CD200	UBE2G2	MROH1
ADGRE3	NKAP	PRAM1	METTL13	TMEM234	CENPBD1	UCN
MBNL1	TMED7-TICAM2	C12orf75	WAC	HACD2	FAM177A1	CYB5B
LRSAM1	NECAP2	SEC23IP	WDR1	BIRC6	PPIP5K2	RGS3
CHST1	NUP153	RAB36	TTI2	PTPN23	ZNF471	CYP3A43
LNP1	ZNF853	NPAT	BTG3	MCTS1	C1orf112	SNAP91
KDM3A	STX10	PNMA8C	EIF3CL	RDH14	ZNF226	PRLR
ZNF491	URB1	ZDHHC7	PLPP5	TAF1C	AKAP6	ZFP64
BTBD7	STX1B	ZNF385B	ZDHHC4	ELP6	PCED1A	PDZD2
GDAP1L1	RPAP3	XPNPEP1	COPRS	RFC2	HERPUD1	NADK
FNDC1	BBS7	BRSK1	OTOGL	VPS26C	L3HYPDH	NDUFAF5
WDR27	RPL15	VPS4A	SLC25A33	TEX30	MICU2	SHC2
OGDH	TRIM13	AP1G2	HAGH	RHBDD2	CC2D1B	ERICH1
C6orf226	KCTD10	DNAJB12	GPBP1	L3MBTL2	C7orf50	NLRX1
ACOT6	ATF1	LINS1	DHX30	CCDC154	USP5	TST
